Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL
Love Moschino,магазин женской одежды и аксессуаров,Обувные магазины; Женская одежда,"проспект Сейфуллина, 617",3 этаж,050013,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.0,3,87018063363,,,,,,,https://instagram.com/lm_kazakhstan,,,,https://wa.me/77701806336,https://wa.me/77018063363,,,,,43.233315,76.93528,https://2gis.com/firm/70000001059950946
Shoe Land,магазин обуви,Обувные магазины,"улица Казыбек би, 81-83",1 этаж,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.0,17,87273516140,,,,,http://germanshoes.kz,,https://instagram.com/salamander.kz,,,,https://wa.me/77474674278,,,,,,43.25628,76.938573,https://2gis.com/firm/9429940000885170
Fendi,бутик женской одежды и аксессуаров,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Бижутерия; Меха / Дублёнки / Кожа,"проспект Аль-Фараби, 77/8",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.8,4,87017628373,87273307501,,,,http://www.ggonline.kz,,https://instagram.com/gg_almaty2,,,,https://wa.me/77017628373,,,,,,43.21882,76.927983,https://2gis.com/firm/9429940001139910
Shoqai,обувной магазин,Обувные магазины; Сумки / Кожгалантерея; Обувная косметика / Аксессуары; Детская обувь; Спортивная одежда / обувь,"улица Наурызбай батыра, 28",1 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.8,14,87001181808,87712636364,,,,,,https://instagram.com/shoqai_shoes,,,,https://wa.me/77001181808,,,,,,43.263017,76.935369,https://2gis.com/firm/70000001077522656
Калибри,бутик по продаже женской одежды и обуви,Обувные магазины; Женская одежда,"улица Кунаева, 21",BG-17 бутик; цокольный этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,,,87753211397,,,,,,,https://instagram.com/colibri____sa,,,,https://wa.me/77753211397,,,,,,43.267418,76.948239,https://2gis.com/firm/70000001077483054
Mega discount,магазин одежды,Обувные магазины; Детская одежда; Мужская одежда; Женская одежда,"улица Пушкина, 41",цокольный этаж,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,2.6,15,,,,,,http://tiktok.com/@megadiscounts_kz,,https://instagram.com/mega_d1scounts,,,,https://wa.me/77473059848,,,,,,43.26435,76.95224,https://2gis.com/firm/70000001067012607
Dolce & Gabbana,бутик элитной одежды и аксессуаров,Обувные магазины; Женская одежда; Сумки / Кожгалантерея,"проспект Аль-Фараби, 77/8",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.6,9,87015126438,87000002727,,,,http://viled.kz,,,,,,,,,,,,43.218665,76.928178,https://2gis.com/firm/9429940001023733
Nó‎ra,магазин женской одежды,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Бижутерия,"улица Розыбакиева, 181а",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,3.8,57,87770818738,,,,,,,https://instagram.com/nora.sstore,,,,https://wa.me/77770818738,,,,,,43.214978,76.891604,https://2gis.com/firm/70000001061893048
Respect,салоны обуви и аксессуаров,Обувные магазины; Сумки / Кожгалантерея,"улица Макатаева, 127/1",2 этаж,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.9,21,88000700255 (единая справочная: пн-вс 9:00-18:00),,,,,http://www.respect.kz,,https://instagram.com/respect_kazakhstan,,https://facebook.com/Respect.shoes.Kazakhstan,,,,,,,,43.26349,76.929154,https://2gis.com/firm/9429940001652242
Sauvage,магазин модной одежды и аксессуаров,Обувные магазины; Женская одежда; Мужская одежда; Бижутерия; Сумки / Кожгалантерея,"проспект Абылай хана, 53",2 этаж,050004,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.7,26,87029957376,,,,,http://svg.moda,,https://instagram.com/boutique.sauvage,,,,https://wa.me/77029957376,,,,https://t.me/sauvagecena,,43.263822,76.939404,https://2gis.com/firm/9429940000789936
Guess Jeans,бутик одежды и аксессуаров,Обувные магазины; Сумки / Кожгалантерея; Женская одежда; Мужская одежда; Джинсовая одежда,"микрорайон Самал-2, 111",2 этаж,050051,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,1.7,16,87272222577,,,,,,,,,,,,,,,,,43.233813,76.95568,https://2gis.com/firm/70000001020081971
Vibes Almaty,,Обувные магазины; Спортивная одежда / обувь,"улица Жамбыла, 114/85 блок Д",208 кабинет; 2 этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 11:30-20:00; Вт: 11:30-20:00; Ср: 11:30-20:00; Чт: 11:30-20:00; Пт: 11:30-20:00; Сб: 11:30-20:00; Вс: 11:30-20:00,+05:00,5.0,15,87765409897,,,,,,,https://instagram.com/vibes_ala,,,,https://wa.me/77759595222,https://wa.me/77765409897,,,,,43.245681,76.925648,https://2gis.com/firm/70000001080801177
Бренды Европы,магазин,Обувные магазины; Женская одежда; Сумки / Кожгалантерея; Нижнее бельё; Мужская одежда,"улица Байзакова, 218",1 этаж,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:30; Вт: 10:00-19:30; Ср: 10:00-19:30; Чт: 10:00-19:30; Пт: 10:00-19:30; Сб: 10:00-19:30; Вс: 10:00-19:30,+05:00,3.0,2,87477870878,87055718281,,,,,,https://instagram.com/evro_brands_,,,,https://wa.me/77055718281,https://wa.me/77477870878,,,,,43.247576,76.912424,https://2gis.com/firm/70000001030583330
Fila,магазин,Обувные магазины; Мужская одежда; Сумки / Кожгалантерея,"проспект Сейфуллина, 617",3 этаж,050013,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,,,,,,,,,,,,,,,,,,43.233461,76.935449,https://2gis.com/firm/70000001082839388
Dagem,магазин обуви,Обувные магазины,"проспект Сейфуллина, 617",1 этаж,050013,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.8,9,87027171571,87066479798,,,,,,https://instagram.com/dagem.kz,,,,https://wa.me/77066479798,https://wa.me/77076772767,,,,,43.234248,76.934834,https://2gis.com/firm/70000001038874157
Clover,магазин мужской и женской брендовой одежды,Обувные магазины; Женская одежда; Мужская одежда; Сумки / Кожгалантерея; Спортивная одежда / обувь,"улица Кунаева, 83",,,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.1,26,87018071441,,,,,,,https://instagram.com/clover_kl,,,,https://wa.me/77018071441,,,,,,43.257058,76.949414,https://2gis.com/firm/70000001058964123
Vitrin,магазин женской одежды,Обувные магазины; Женская одежда,"улица Толе би, 144",1 этаж,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,11,87273781590,,,,,,,https://instagram.com/vitrin_almaty,,,,https://wa.me/77017786463,,,,,,43.252272,76.910578,https://2gis.com/firm/70000001025336543
Dasler.kz,магазин обуви,Обувные магазины; Сумки / Кожгалантерея,"улица Макатаева, 127Б",8 офис; 4 этаж,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.1,37,87087340205,,,,,,,https://instagram.com/dasler_ala,,,,https://wa.me/77087340205,,,,,,43.263168,76.930446,https://2gis.com/firm/70000001063364554
Tumbrl Shop,магазин,Обувные магазины; Женская одежда; Мужская одежда; Спортивная одежда / обувь; Чулочно-носочные изделия,"улица Туркебаева, 257а",1 этаж,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,4.6,153,87053399996,,,,,,,https://instagram.com/tumblr_shop.ktz,,,,https://wa.me/77053399996,,,,,,43.233556,76.882303,https://2gis.com/firm/70000001047269069
F.Point premium outfits,магазин одежды и аксессуаров,Обувные магазины; Женская одежда; Мужская одежда; Нижнее бельё; Бижутерия,"улица Жарокова, 230",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:30-21:00; Вт: 10:30-21:00; Ср: 10:30-21:00; Чт: 10:30-21:00; Пт: 10:30-21:00; Сб: 10:30-21:00; Вс: 10:30-21:00,+05:00,4.2,14,87017119951,,,,,http://f.point.tilda.ws/store,,https://instagram.com/f.point_kz,,,,https://wa.me/77017119951,,,,,,43.215797,76.902928,https://2gis.com/firm/70000001080473524
Reserved,магазин,Обувные магазины; Женская одежда; Мужская одежда; Детская одежда; Сумки / Кожгалантерея,"микрорайон Самал-2, 111",1 этаж,050051,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.3,48,,,,,,,,https://instagram.com/reserved,,,,,,,,,,43.233706,76.957368,https://2gis.com/firm/70000001035236345
Raushan Showroom,магазин женской одежды и аксессуаров,Обувные магазины; Женская одежда; Часы / Аксессуары,"улица Кунаева, 21",AG-04 бутик; цокольный этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,1,87777144000 (единый номер),,,,,,,https://instagram.com/raushan_showroom,,,,https://wa.me/77777144000,,,,,,43.267418,76.948239,https://2gis.com/firm/70000001032133545
DressMe,магазин женской одежды и обуви,Обувные магазины; Женская одежда; Верхняя одежда; Сумки / Кожгалантерея,"улица Пушкина, 36/2",,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,3,,,,,,,,https://instagram.com/dressme_almaty,,,,https://wa.me/77778898886,,,,,,43.263572,76.952826,https://2gis.com/firm/70000001077759788
Roxy Shop,бутик женской одежды,Обувные магазины; Женская одежда; Сумки / Кожгалантерея,"улица Кунаева, 21",A2-62 бутик; 2 этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.1,11,87782234762 (единый номер ),,,,,,,https://instagram.com/roxy__kz,,,,https://wa.me/77782234762,,,,,,43.267418,76.948239,https://2gis.com/firm/70000001032118112
Intertop,магазин одежды и обуви,Обувные магазины; Сумки / Кожгалантерея; Мужская одежда; Женская одежда,"улица Макатаева, 127/1",2 этаж,,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.4,70,87273551173,,,,,http://www.intertop.kz,,https://instagram.com/intertopkz,,https://facebook.com/intertop.kz,,https://wa.me/77717045301,,,,,,43.264104,76.929205,https://2gis.com/firm/9429940001646540
balmy_almaty,обувной магазин,Обувные магазины; Чулочно-носочные изделия,"улица Кунаева, 43",343 бутик; 2 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00,+05:00,1.4,6,87087142637,87006523736,,,,,,,,,,https://wa.me/77087142637,https://wa.me/77006523736,,,,,43.26287,76.948771,https://2gis.com/firm/70000001081869782
